Month,Year,Fractional Date,Excel Date,CPI,SPX-TR,10Y BM,30Y BM,Cash,World EX US Equities,Custom Series1 (NEW),Custom Series2 (NEW),Commodities,Gold,CAPE (Shiller),CAPE    (ERN),SPX-TR,10Y BM,30Y BM,Cash,World EX US Equities,Custom Series1 (NEW),Custom Series2 (NEW),Commodities,Gold,Fama-French Small Stocks,Fama-French Value Stocks,Portfolio,Cumulative Backward Return,C1,Sum of Ct,Sum of CtPt,Equity Drawdown (Real!)
12,2046,"2,046.92",12/31/2046,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.03,,,,0.000%
1,2047,"2,047.00",1/31/2047,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.01,,,,0.000%
2,2047,"2,047.08",2/28/2047,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.00,,,,0.000%
3,2047,"2,047.17",3/31/2047,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.98,,,,0.000%
4,2047,"2,047.25",4/30/2047,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.96,,,,0.000%
5,2047,"2,047.33",5/31/2047,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.95,,,,0.000%
6,2047,"2,047.42",6/30/2047,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.93,,,,0.000%
7,2047,"2,047.50",7/31/2047,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.92,,,,0.000%
8,2047,"2,047.58",8/31/2047,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.90,,,,0.000%
9,2047,"2,047.67",9/30/2047,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.89,,,,0.000%
10,2047,"2,047.75",10/31/2047,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.87,,,,0.000%
11,2047,"2,047.83",11/30/2047,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.86,,,,0.000%
12,2047,"2,047.92",12/31/2047,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.84,,,,0.000%
1,2048,"2,048.00",1/31/2048,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.83,,,,0.000%
2,2048,"2,048.08",2/29/2048,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.81,,,,0.000%
3,2048,"2,048.17",3/31/2048,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.80,,,,0.000%
4,2048,"2,048.25",4/30/2048,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.79,,,,0.000%
5,2048,"2,048.33",5/31/2048,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.77,,,,0.000%
6,2048,"2,048.42",6/30/2048,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.76,,,,0.000%
7,2048,"2,048.50",7/31/2048,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.74,,,,0.000%
8,2048,"2,048.58",8/31/2048,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.73,,,,0.000%
9,2048,"2,048.67",9/30/2048,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.71,,,,0.000%
10,2048,"2,048.75",10/31/2048,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.70,,,,0.000%
11,2048,"2,048.83",11/30/2048,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.68,,,,0.000%
12,2048,"2,048.92",12/31/2048,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.67,,,,0.000%
1,2049,"2,049.00",1/31/2049,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.66,,,,0.000%
2,2049,"2,049.08",2/28/2049,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.64,,,,0.000%
3,2049,"2,049.17",3/31/2049,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.63,,,,0.000%
4,2049,"2,049.25",4/30/2049,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.61,,,,0.000%
5,2049,"2,049.33",5/31/2049,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.60,,,,0.000%
6,2049,"2,049.42",6/30/2049,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.59,,,,0.000%
7,2049,"2,049.50",7/31/2049,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.57,,,,0.000%
8,2049,"2,049.58",8/31/2049,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.56,,,,0.000%
9,2049,"2,049.67",9/30/2049,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.55,,,,0.000%
10,2049,"2,049.75",10/31/2049,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.53,,,,0.000%
11,2049,"2,049.83",11/30/2049,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.52,,,,0.000%
12,2049,"2,049.92",12/31/2049,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.50,,,,0.000%
1,2050,"2,050.00",1/31/2050,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.49,,,,0.000%
2,2050,"2,050.08",2/28/2050,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.48,,,,0.000%
3,2050,"2,050.17",3/31/2050,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.46,,,,0.000%
4,2050,"2,050.25",4/30/2050,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.45,,,,0.000%
5,2050,"2,050.33",5/31/2050,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.44,,,,0.000%
6,2050,"2,050.42",6/30/2050,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.42,,,,0.000%
7,2050,"2,050.50",7/31/2050,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.41,,,,0.000%
8,2050,"2,050.58",8/31/2050,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.40,,,,0.000%
9,2050,"2,050.67",9/30/2050,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.38,,,,0.000%
10,2050,"2,050.75",10/31/2050,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.37,,,,0.000%
11,2050,"2,050.83",11/30/2050,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.36,,,,0.000%
12,2050,"2,050.92",12/31/2050,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.35,,,,0.000%
1,2051,"2,051.00",1/31/2051,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.33,,,,0.000%
2,2051,"2,051.08",2/28/2051,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.32,,,,0.000%
3,2051,"2,051.17",3/31/2051,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.31,,,,0.000%
4,2051,"2,051.25",4/30/2051,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.29,,,,0.000%
5,2051,"2,051.33",5/31/2051,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.28,,,,0.000%
6,2051,"2,051.42",6/30/2051,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.27,,,,0.000%
7,2051,"2,051.50",7/31/2051,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.26,,,,0.000%
8,2051,"2,051.58",8/31/2051,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.24,,,,0.000%
9,2051,"2,051.67",9/30/2051,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.23,,,,0.000%
10,2051,"2,051.75",10/31/2051,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.22,,,,0.000%
11,2051,"2,051.83",11/30/2051,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.21,,,,0.000%
12,2051,"2,051.92",12/31/2051,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.19,,,,0.000%
1,2052,"2,052.00",1/31/2052,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.18,,,,0.000%
2,2052,"2,052.08",2/29/2052,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.17,,,,0.000%
3,2052,"2,052.17",3/31/2052,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.16,,,,0.000%
4,2052,"2,052.25",4/30/2052,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.15,,,,0.000%
5,2052,"2,052.33",5/31/2052,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.13,,,,0.000%
6,2052,"2,052.42",6/30/2052,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.12,,,,0.000%
7,2052,"2,052.50",7/31/2052,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.11,,,,0.000%
8,2052,"2,052.58",8/31/2052,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.10,,,,0.000%
9,2052,"2,052.67",9/30/2052,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.09,,,,0.000%
10,2052,"2,052.75",10/31/2052,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.07,,,,0.000%
11,2052,"2,052.83",11/30/2052,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.06,,,,0.000%
12,2052,"2,052.92",12/31/2052,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.05,,,,0.000%
1,2053,"2,053.00",1/31/2053,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.04,,,,0.000%
2,2053,"2,053.08",2/28/2053,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.03,,,,0.000%
3,2053,"2,053.17",3/31/2053,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.01,,,,0.000%
4,2053,"2,053.25",4/30/2053,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,3.00,,,,0.000%
5,2053,"2,053.33",5/31/2053,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.99,,,,0.000%
6,2053,"2,053.42",6/30/2053,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.98,,,,0.000%
7,2053,"2,053.50",7/31/2053,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.97,,,,0.000%
8,2053,"2,053.58",8/31/2053,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.96,,,,0.000%
9,2053,"2,053.67",9/30/2053,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.95,,,,0.000%
10,2053,"2,053.75",10/31/2053,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.93,,,,0.000%
11,2053,"2,053.83",11/30/2053,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.92,,,,0.000%
12,2053,"2,053.92",12/31/2053,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.91,,,,0.000%
1,2054,"2,054.00",1/31/2054,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.90,,,,0.000%
2,2054,"2,054.08",2/28/2054,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.89,,,,0.000%
3,2054,"2,054.17",3/31/2054,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.88,,,,0.000%
4,2054,"2,054.25",4/30/2054,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.87,,,,0.000%
5,2054,"2,054.33",5/31/2054,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.86,,,,0.000%
6,2054,"2,054.42",6/30/2054,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.85,,,,0.000%
7,2054,"2,054.50",7/31/2054,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.83,,,,0.000%
8,2054,"2,054.58",8/31/2054,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.82,,,,0.000%
9,2054,"2,054.67",9/30/2054,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.81,,,,0.000%
10,2054,"2,054.75",10/31/2054,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.80,,,,0.000%
11,2054,"2,054.83",11/30/2054,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.79,,,,0.000%
12,2054,"2,054.92",12/31/2054,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.78,,,,0.000%
1,2055,"2,055.00",1/31/2055,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.77,,,,0.000%
2,2055,"2,055.08",2/28/2055,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.76,,,,0.000%
3,2055,"2,055.17",3/31/2055,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.75,,,,0.000%
4,2055,"2,055.25",4/30/2055,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.74,,,,0.000%
5,2055,"2,055.33",5/31/2055,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.73,,,,0.000%
6,2055,"2,055.42",6/30/2055,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.72,,,,0.000%
7,2055,"2,055.50",7/31/2055,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.71,,,,0.000%
8,2055,"2,055.58",8/31/2055,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.70,,,,0.000%
9,2055,"2,055.67",9/30/2055,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.69,,,,0.000%
10,2055,"2,055.75",10/31/2055,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.67,,,,0.000%
11,2055,"2,055.83",11/30/2055,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.66,,,,0.000%
12,2055,"2,055.92",12/31/2055,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.65,,,,0.000%
1,2056,"2,056.00",1/31/2056,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.64,,,,0.000%
2,2056,"2,056.08",2/29/2056,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.63,,,,0.000%
3,2056,"2,056.17",3/31/2056,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.62,,,,0.000%
4,2056,"2,056.25",4/30/2056,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.61,,,,0.000%
5,2056,"2,056.33",5/31/2056,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.60,,,,0.000%
6,2056,"2,056.42",6/30/2056,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.59,,,,0.000%
7,2056,"2,056.50",7/31/2056,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.58,,,,0.000%
8,2056,"2,056.58",8/31/2056,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.57,,,,0.000%
9,2056,"2,056.67",9/30/2056,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.56,,,,0.000%
10,2056,"2,056.75",10/31/2056,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.55,,,,0.000%
11,2056,"2,056.83",11/30/2056,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.54,,,,0.000%
12,2056,"2,056.92",12/31/2056,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.53,,,,0.000%
1,2057,"2,057.00",1/31/2057,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.52,,,,0.000%
2,2057,"2,057.08",2/28/2057,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.51,,,,0.000%
3,2057,"2,057.17",3/31/2057,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.51,,,,0.000%
4,2057,"2,057.25",4/30/2057,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.50,,,,0.000%
5,2057,"2,057.33",5/31/2057,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.49,,,,0.000%
6,2057,"2,057.42",6/30/2057,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.48,,,,0.000%
7,2057,"2,057.50",7/31/2057,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.47,,,,0.000%
8,2057,"2,057.58",8/31/2057,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.46,,,,0.000%
9,2057,"2,057.67",9/30/2057,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.45,,,,0.000%
10,2057,"2,057.75",10/31/2057,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.44,,,,0.000%
11,2057,"2,057.83",11/30/2057,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.43,,,,0.000%
12,2057,"2,057.92",12/31/2057,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,2.42,,,,0.000%
